PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;39;14;28079039_14_6;2020;12;05;50.61;V;55.65;V;58.55;V;56.86;V;53.22;V;57.31;V;55.68;V;53.13;V;47.96;V;35.25;V;48.52;V;53.85;V;54.07;V;53.93;V;52.65;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2020;12;05;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2020;12;05;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00004;V;00004;V;00011;V;00008;V;00009;V;00011;V;00011;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2020;12;05;00017;V;00012;V;00009;V;00006;V;00006;V;00007;V;00011;V;00019;V;00023;V;00026;V;00018;V;00016;V;00018;V;00018;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2020;12;05;00006;V;00004;V;00001;V;00002;V;00001;V;00001;V;00003;V;00003;V;00004;V;00006;V;00004;V;00007;V;00004;V;00004;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2020;12;05;00021;V;00015;V;00012;V;00009;V;00008;V;00009;V;00014;V;00025;V;00029;V;00042;V;00029;V;00030;V;00036;V;00034;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2020;12;05;00012;V;00008;V;00005;V;00004;V;00003;V;00003;V;00007;V;00011;V;00011;V;00014;V;00009;V;00008;V;00009;V;00011;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2020;12;05;00004;V;00003;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00004;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2020;12;05;00006;V;00005;V;00005;V;00002;V;00001;V;00001;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00006;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2020;12;05;00013;V;00010;V;00007;V;00005;V;00004;V;00005;V;00009;V;00012;V;00013;V;00017;V;00012;V;00010;V;00012;V;00013;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2020;12;05;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V;00005;V;00005;V;00007;V;00006;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2020;12;05;00024;V;00012;V;00011;V;00011;V;00009;V;00010;V;00013;V;00018;V;00021;V;00029;V;00025;V;00021;V;00022;V;00022;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2020;12;05;00003;V;00003;V;00004;V;00003;V;00001;V;00003;V;00002;V;00003;V;00002;V;00004;V;00004;V;00003;V;00004;V;00003;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2020;12;05;00005;V;00005;V;00005;V;00004;V;00001;V;00003;V;00002;V;00005;V;00003;V;00005;V;00006;V;00005;V;00006;V;00005;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2020;12;05;00027;V;00014;V;00012;V;00013;V;00010;V;00011;V;00015;V;00020;V;00024;V;00037;V;00033;V;00029;V;00032;V;00032;V;00035;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2020;12;05;00013;V;00010;V;00008;V;00007;V;00006;V;00006;V;00010;V;00012;V;00015;V;00015;V;00014;V;00008;V;00009;V;00009;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2020;12;05;00015;V;00012;V;00010;V;00009;V;00008;V;00008;V;00012;V;00013;V;00017;V;00016;V;00016;V;00010;V;00010;V;00011;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2020;12;05;57.56;V;59.44;V;60.52;V;60.89;V;61.48;V;60.02;V;56.79;V;56.33;V;51.92;V;53.01;V;56.36;V;66.13;V;67.52;V;68.48;V;62.68;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2020;12;05;00009;V;00001;V;00001;V;00002;V;00001;V;00004;V;00004;V;00011;V;00011;V;00019;V;00017;V;00016;V;00013;V;00017;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2020;12;05;00024;V;00012;V;00009;V;00008;V;00009;V;00010;V;00013;V;00018;V;00025;V;00034;V;00026;V;00025;V;00023;V;00026;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2020;12;05;00002;V;00003;V;00003;V;00003;V;00001;V;00005;V;00003;V;00001;V;00001;V;00003;V;00004;V;00001;V;00002;V;00008;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2020;12;05;00006;V;00006;V;00005;V;00004;V;00002;V;00007;V;00005;V;00002;V;00005;V;00007;V;00009;V;00004;V;00006;V;00012;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2020;12;05;00037;V;00014;V;00010;V;00011;V;00011;V;00016;V;00019;V;00035;V;00042;V;00062;V;00052;V;00049;V;00044;V;00053;V;00049;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00005;V;00003;V;00003;V;00003;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2020;12;05;00015;V;00011;V;00009;V;00012;V;00011;V;00011;V;00018;V;00028;V;00019;V;00025;V;00011;V;00010;V;00009;V;00008;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2020;12;05;00017;V;00013;V;00011;V;00013;V;00013;V;00013;V;00020;V;00030;V;00021;V;00032;V;00015;V;00015;V;00013;V;00012;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2020;12;05;47.10;V;49.98;V;50.24;V;45.08;V;45.32;V;44.67;V;37.38;V;28.45;V;38.28;V;31.29;V;47.68;V;48.47;V;52.88;V;53.57;V;50.38;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00015;V;00002;V;00004;V;00007;V;00007;V;00011;V;00005;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2020;12;05;00011;V;00006;V;00005;V;00004;V;00006;V;00007;V;00006;V;00011;V;00014;V;00016;V;00017;V;00012;V;00015;V;00011;V;00018;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2020;12;05;00004;V;00004;V;00006;V;00001;V;00005;V;00008;V;00003;V;00009;V;00007;V;00006;V;00010;V;00006;V;00020;V;00013;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2020;12;05;00013;V;00007;V;00007;V;00006;V;00007;V;00008;V;00008;V;00033;V;00016;V;00023;V;00027;V;00023;V;00033;V;00019;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2020;12;05;000.7;V;000.6;V;000.4;V;000.3;V;000.3;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.8;V;001.0;V;001.4;V;001.3;V;000.8;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2020;12;05;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2020;12;05;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2020;12;05;01.17;V;01.17;V;01.20;V;01.16;V;01.17;V;01.18;V;01.17;V;01.17;V;01.18;V;01.19;V;01.20;V;01.19;V;01.20;V;01.18;V;01.19;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2020;12;05;00.86;V;00.87;V;00.88;V;00.87;V;00.87;V;00.86;V;00.86;V;00.87;V;00.87;V;00.88;V;00.88;V;00.87;V;00.88;V;00.87;V;00.88;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2020;12;05;00.31;V;00.31;V;00.31;V;00.30;V;00.30;V;00.31;V;00.31;V;00.31;V;00.31;V;00.32;V;00.32;V;00.32;V;00.32;V;00.31;V;00.31;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2020;12;05;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2020;12;05;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00003;V;00006;V;00006;V;00006;V;00007;V;00007;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2020;12;05;00017;V;00010;V;00006;V;00005;V;00005;V;00007;V;00013;V;00026;V;00025;V;00019;V;00017;V;00014;V;00015;V;00016;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;9;28079056_9_47;2020;12;05;00002;V;00001;V;00002;V;00002;V;00003;V;00001;V;00001;V;00003;V;00004;V;00002;V;00002;V;00001;V;00001;V;00002;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;10;28079056_10_47;2020;12;05;00002;V;00002;V;00002;V;00003;V;00004;V;00002;V;00001;V;00004;V;00005;V;00003;V;00003;V;00001;V;00003;V;00003;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2020;12;05;00020;V;00012;V;00007;V;00006;V;00007;V;00009;V;00016;V;00035;V;00030;V;00027;V;00027;V;00023;V;00025;V;00027;V;00030;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2020;12;05;57.33;V;62.64;V;64.87;V;67.84;V;64.12;V;63.18;V;57.41;V;45.30;V;46.09;V;52.15;V;56.19;V;61.70;V;63.01;V;61.65;V;59.03;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2020;12;05;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00005;V;00003;V;00004;V;00005;V;00005;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2020;12;05;00009;V;00006;V;00005;V;00005;V;00007;V;00006;V;00007;V;00008;V;00010;V;00017;V;00013;V;00011;V;00013;V;00012;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2020;12;05;00002;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00004;V;00005;V;00002;V;00002;V;00005;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2020;12;05;00011;V;00008;V;00007;V;00006;V;00008;V;00008;V;00009;V;00010;V;00011;V;00025;V;00018;V;00016;V;00020;V;00020;V;00020;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2020;12;05;00004;V;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00005;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2020;12;05;00006;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00006;V;00006;V;00006;V;00005;V;00006;V;00007;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2020;12;05;65.67;V;64.95;V;65.86;V;66.29;V;64.94;V;65.59;V;64.45;V;63.96;V;63.20;V;59.66;V;64.86;V;66.96;V;67.08;V;68.85;V;67.11;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00011;V;00003;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2020;12;05;00009;V;00005;V;00004;V;00004;V;00007;V;00006;V;00005;V;00006;V;00010;V;00012;V;00011;V;00008;V;00015;V;00009;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2020;12;05;00011;V;00006;V;00006;V;00005;V;00008;V;00007;V;00007;V;00008;V;00012;V;00015;V;00015;V;00011;V;00033;V;00013;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2020;12;05;56.94;V;60.61;V;60.27;V;60.42;V;56.06;V;56.87;V;58.45;V;57.06;V;53.44;V;50.79;V;51.19;V;57.98;V;58.44;V;59.26;V;58.87;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2020;12;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00003;V;00004;V;00004;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2020;12;05;00015;V;00011;V;00010;V;00009;V;00011;V;00009;V;00010;V;00013;V;00018;V;00026;V;00018;V;00018;V;00018;V;00017;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2020;12;05;00004;V;00001;V;00002;V;00003;V;00003;V;00003;V;00004;V;00006;V;00005;V;00007;V;00005;V;00003;V;00002;V;00004;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2020;12;05;00017;V;00013;V;00012;V;00011;V;00012;V;00011;V;00012;V;00015;V;00019;V;00031;V;00023;V;00024;V;00024;V;00023;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2020;12;05;57.06;V;58.83;V;58.98;V;61.41;V;55.96;V;59.62;V;58.71;V;55.31;V;51.48;V;43.20;V;52.82;V;55.61;V;56.89;V;58.79;V;57.01;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
